name,type,type_en,tags
external-link-off,轮廓线,outline,"connection, outbound, redirect, new tab, tab, square, arrow, external, link, off"
external-link,轮廓线,outline,"connection, outbound, redirect, new tab, tab, square, arrow, external, link, control"
eye-bitcoin,轮廓线,outline,"crypto, currency, finance, digital, blockchain, coin, wallet, virtual, invest, trade"
eye-bolt,轮廓线,outline,"observe, monitor, watch, inspect, electric, energy, charge, examine, view, scan"
eye-cancel,轮廓线,outline,"close, deny, reject, stop, eliminate, remove, delete, terminate, void, quit"
eye-check,轮廓线,outline,"sight, visual, view, public, approve, eye, check, control, operation, confirm"
eye-closed,轮廓线,outline,"hidden, invisible, conceal, cover, shield, dark, private, shut, mask, blind"
eye-code,轮廓线,outline,"program, develop, coding, debug, script, inspect, observe, software, analyze, computer"
eye-cog,轮廓线,outline,"settings, configuration, vision, sight, tool, adjust, gear, modify, optics, focus"
eye-discount,轮廓线,outline,"sale, offer, price, deal, bargain, vision, promotion, rebate, markdown, sight"
eye-dollar,轮廓线,outline,"currency, money, finance, economy, cash, wealth, income, vision, sight, funds"
eye-dotted,轮廓线,outline,"pattern, point, vision, sight, design, spot, view, particular, focus, look"
eye-down,轮廓线,outline,"direction, drop, vision, sight, descend, lower, decline, view, focus, fall"
eye-edit,轮廓线,outline,"modify, alter, change, vision, sight, update, adjust, revise, view, focus"
eye-exclamation,轮廓线,outline,"alert, warning, notification, vision, sight, attention, caution, notice, view, focus"
eye-heart,轮廓线,outline,"love, affection, vision, sight, emotion, passion, admire, adore, view, focus"
eye-minus,轮廓线,outline,"subtract, reduce, decrease, vision, sight, lessen, diminish, remove, view, focus"
eye-off,轮廓线,outline,"view, watch, eye, off, control, operation, disabled, inactive, function, interface, visibility, accessibility, a11y, hidden"
eye-pause,轮廓线,outline,"halt, delay, stop, vision, sight, break, rest, cease, view, focus"
eye-pin,轮廓线,outline,"attach, fasten, secure, vision, sight, hold, fix, stick, view, focus"
eye-plus,轮廓线,outline,"add, increase, enhance, vision, sight, expand, boost, enlarge, view, focus"
eye-question,轮廓线,outline,"query, inquire, ask, vision, sight, doubt, wonder, puzzle, view, focus"
eye-search,轮廓线,outline,"find, explore, seek, vision, sight, look, discover, investigate, view, focus"
eye-share,轮廓线,outline,"distribute, exchange, vision, sight, communicate, give, allocate, view, focus, spread"
eye-spark,轮廓线,outline,"view, watch, eye, spark, control, operation, glitter, shine, flash, twinkle"
eye-star,轮廓线,outline,"favorite, highlight, vision, sight, important, marked, noteworthy, view, focus, prominent"
eye-table,轮廓线,outline,"vision, sight, text, ophthalmology, disease, eye, table, medical, wellness, healthcare"
eye-up,轮廓线,outline,"ascend, rise, elevate, vision, sight, increase, climb, advance, view, focus"
eye-x,轮廓线,outline,"close, delete, remove, vision, sight, cancel, terminate, view, focus, erase"
eye,轮廓线,outline,"view, watch, eye, control, operation, function, interface, management, visibility, accessibility, a11y, vision"
eyeglass-2,轮廓线,outline,"sight, defect, see, vision, frames, lenses, visually, impaired, myopia, far-sighted"
eyeglass-off,轮廓线,outline,"sight, defect, see, vision, frames, lenses, visually, impaired, myopia, far-sighted"
eyeglass,轮廓线,outline,"sight, defect, see, vision, frames, lenses, visually, impaired, myopia, far-sighted"
face-id-error,轮廓线,outline,"scan, apple, iphone, ipad, face, error, id"
face-id,轮廓线,outline,"apple, iphone, ipad, face, id"
face-mask-off,轮廓线,outline,"coronavirus, virus, medical, hospital, doctor, face, mask, off, wellness, disabled"
face-mask,轮廓线,outline,"coronavirus, virus, medical, hospital, doctor, face, mask, wellness, healthcare, treatment"
fall,轮廓线,outline,"collapse, damage, cliff, height, fall, medical, wellness, healthcare, treatment, care"
favicon,轮廓线,outline,"browser, website, tab, bookmark, mark, identity, web, graphics, favicon, creative"
feather-off,轮廓线,outline,"bird, animal, nature, feather, off, environment, natural, disabled, inactive, outdoor"
feather,轮廓线,outline,"bird, animal, nature, feather, environment, natural, outdoor, ecosystem, earth"
fence-off,轮廓线,outline,"garden, home, house, farm, wood, barrier, fence, off, architecture, structure"
fence,轮廓线,outline,"garden, home, house, farm, wood, barrier, fence, architecture, structure, construction"
ferry,轮廓线,outline,"ferry, sea, ocean, engine, travel, lake, boat, ship, water, transport"
fidget-spinner,轮廓线,outline,"toy, spinning, gadget, kids, children, loader, loading, fidget, spinner"
file-3d,轮廓线,outline,"model, document, file, data, content, record, 3d, paper, text, information"
file-ai,轮廓线,outline,"paper, new, file, document, data, content, record, ai, text, information"
file-alert,轮廓线,outline,"danger, risk, warning, check, caution, document, error, file, alert, data"
file-analytics,轮廓线,outline,"data, statistics, report, chart, document, paper, file, analytics, content, record"
file-arrow-left,轮廓线,outline,"document, import, page, move, file, arrow, left, data, direction, pointer"
file-arrow-right,轮廓线,outline,"document, export, page, move, file, arrow, right, data, direction, pointer"
file-barcode,轮廓线,outline,"document, code, qr, ticket, scan, file, barcode, data, content, record"
file-bitcoin,轮廓线,outline,"cryptocurrency, money, digital, finance, blockchain, currency, investment, value, economic, electronic"
file-broken,轮廓线,outline,"document, error, demaged, delete, file, broken, data, content, record, paper"
file-certificate,轮廓线,outline,"certificate, license, diploma, document, format, data, paper, file, content, record"
file-chart,轮廓线,outline,"data, graph, analytics, file, chart, document, content, record, paper, text"
file-check,轮廓线,outline,"list, document, accept, done, tick, checkmark, file, check, data, confirm"
file-code-2,轮廓线,outline,"programming, document, developer, technology, file, code, data, content, record, script"
file-code,轮廓线,outline,"paper, new, file, code, document, data, content, record, programming, script"
file-cv,轮廓线,outline,"resume, career, profile, document, job, application, work, history, experience, portfolio"
file-database,轮廓线,outline,"data, storage, folder, format, server, file, database, document, content, record"
file-delta,轮廓线,outline,"data, document, extension, paper, file, delta, content, record, text, information"
file-description,轮廓线,outline,"text, paper, report, details, job, file, description, document, data, content"
file-diff,轮廓线,outline,"add, create, new, file, diff, document, data, content, record, paper"
file-digit,轮廓线,outline,"boolean, binary, exe, file, digit, document, data, content, record, paper"
file-dislike,轮廓线,outline,"rejected, document, file, dislike, data, content, record, paper, text, information"
file-dollar,轮廓线,outline,"money, finance, invoice, file, dollar, document, data, content, record, currency"
file-dots,轮廓线,outline,"more, menu, info, file, dots, document, data, content, record, paper"
file-download,轮廓线,outline,"save, transfer, input, file, download, document, data, content, record, paper"
file-euro,轮廓线,outline,"money, finance, buisness, file, euro, document, data, content, record, paper"
file-excel,轮廓线,outline,"spreadsheet, data, charts, tables, analysis, calculation, document, finance, figures, worksheet"
file-export,轮廓线,outline,"arrow, data, paper, document, format, file, export, content, record, text"
file-function,轮廓线,outline,"data, document, extension, paper, file, function, content, record, text, information"
file-horizontal,轮廓线,outline,"paper, new, file, horizontal, document, data, content, record, text, information"
file-import,轮廓线,outline,"arrow, data, paper, document, format, file, import, content, record, text"
file-infinity,轮廓线,outline,"document, eternity, sync, loop, file, infinity, data, content, record, paper"
file-info,轮廓线,outline,"info, information, informations, paper, file, document, page, data, content, record"
file-invoice,轮廓线,outline,"accounting, bill, statement, settlement, finance, file, invoice, document, data, content"
file-isr,轮廓线,outline,"report, inventory, statistics, survey, document, analysis, audit, record, data, review"
file-lambda,轮廓线,outline,"data, document, extension, paper, file, lambda, content, record, text, information"
file-like,轮廓线,outline,"approved, document, file, like, data, content, record, paper, text, information"
file-minus,轮廓线,outline,"remove, delete, file, minus, document, data, content, record, subtract, less"
file-music,轮廓线,outline,"mp3, wma, wav, file, music, document, data, content, record, paper"
file-neutral,轮廓线,outline,"document, standard, generic, default, unbiased, plain, ordinary, basic, common, typical"
file-off,轮廓线,outline,"paper, new, file, off, document, data, disabled, inactive, content, record"
file-orientation,轮廓线,outline,"document, arrow, change, modify, page, file, orientation, data, content, record"
file-pencil,轮廓线,outline,"edit, write, editing, text, file, pencil, document, data, content, record"
file-percent,轮廓线,outline,"data, document, extension, paper, file, percent, content, record, text, information"
file-phone,轮廓线,outline,"save, transfer, input, file, phone, document, data, call, mobile, content"
file-plus,轮廓线,outline,"add, create, new, file, plus, document, data, content, record, more"
file-power,轮廓线,outline,"archive, energy, battery, ecology, file, power, document, data, content, record"
file-report,轮廓线,outline,"stats, data, paper, document, chart, format, file, report, content, record"
file-rss,轮廓线,outline,"extension, format, news, file, rss, document, data, content, record, paper"
file-sad,轮廓线,outline,"document, unhappy, emotional, negative, distress, gloomy, blue, melancholy, sorrow, downcast"
file-scissors,轮廓线,outline,"cut, cutting, tool, cutter, office, file, scissors, document, data, content"
file-search,轮廓线,outline,"search, data, paper, document, format, file, find, look, seek, content"
file-settings,轮廓线,outline,"edit, options, configuration, control, file, settings, document, data, preferences, config"
file-shredder,轮廓线,outline,"shred, destroy, cut, file, shredder, document, data, content, record, paper"
file-signal,轮廓线,outline,"wi-fi, connection, internet, online, connected, file, signal, document, data, content"
file-smile,轮廓线,outline,"document, happy, joyful, positive, cheerful, pleased, beam, grin, delighted, satisfied"
file-spark,轮廓线,outline,"paper, new, file, spark, document, data, content, record, glitter, shine"
file-spreadsheet,轮廓线,outline,"table, extension, excel, format, file, spreadsheet, document, data, content, record"
file-stack,轮廓线,outline,"document, duplicate, data, add, file, stack, content, record, paper, text"
file-star,轮廓线,outline,"favourite, bookmark, like, file, star, document, data, favorite, rating, content"
file-symlink,轮廓线,outline,"text, format, extension, document, file, symlink, data, content, record, paper"
file-text-ai,轮廓线,outline,"data, pdf, txt, file, text, document, content, record, ai, paper"
file-text-shield,轮廓线,outline,"document, protection, security, safe, privacy, guard, lock, confidential, secure, data"
file-text-spark,轮廓线,outline,"data, pdf, txt, file, text, spark, document, content, record, glitter"
file-text,轮廓线,outline,"data, pdf, txt, file, text, document, content, record, paper, information"
file-time,轮廓线,outline,"clock, planning, history, watch, file, time, document, data, content, record"
file-type-bmp,轮廓线,outline,"bitmap, graphics, raster, format, visual, picture, digital, photo, art, file"
file-type-css,轮廓线,outline,"stylesheet, web, design, style, coding, format, layout, markup, presentation, look"
file-type-csv,轮廓线,outline,"spreadsheet, data, comma, separated, values, document, information, table, format, record"
file-type-doc,轮廓线,outline,"document, word, text, format, writing, file, report, letter, composition, manuscript"
file-type-docx,轮廓线,outline,"document, word, text, office, paper, file, doc, docx, writing, editor"
file-type-html,轮廓线,outline,"web, markup, internet, browser, code, site, html, hypertext, format, front-end"
file-type-jpg,轮廓线,outline,"photo, jpeg, picture, snapshot, visual, bitmap, raster, color, file, type"
file-type-js,轮廓线,outline,"javascript, script, programming, frontend, code, web, dynamic, interactive, client-side, js"
file-type-jsx,轮廓线,outline,"react, javascript, xml, component, frontend, ui, view, interface, jsx, markup"
file-type-pdf,轮廓线,outline,"portable, document, format, adobe, reader, report, file, pdf, e-book, print"
file-type-php,轮廓线,outline,"scripting, backend, server, web, dynamic, programming, php, open-source, hypertext, preprocessor"
file-type-png,轮廓线,outline,"picture, photo, raster, bitmap, transparency, png, compressed, visual, file, type"
file-type-ppt,轮廓线,outline,"presentation, slides, powerpoint, office, talk, ppt, slideshow, lecture, seminar, deck"
file-type-rs,轮廓线,outline,"rust, programming, systems, safe, concurrent, fast, efficient, software, code, compile"
file-type-sql,轮廓线,outline,"database, query, language, data, table, sql, structure, querying, relational, management"
file-type-svg,轮廓线,outline,"vector, scalable, xml, drawing, digital, artwork, file, type, svg, document"
file-type-ts,轮廓线,outline,"typescript, javascript, typed, code, programming, strict, superset, type-safe, development, frontend"
file-type-tsx,轮廓线,outline,"typescript, react, jsx, ui, xml, component, typed, frontend, interface, tsx"
file-type-txt,轮廓线,outline,"text, plain, note, ascii, file, document, writing, data, info, txt"
file-type-vue,轮廓线,outline,"vue, javascript, framework, frontend, ui, component, web, progressive, template, interactive"
file-type-xls,轮廓线,outline,"spreadsheet, excel, data, table, calculation, cell, xls, office, financial, grid"
file-type-xml,轮廓线,outline,"markup, tag, data, structure, format, hierarchical, xml, document, schema, web"
file-type-zip,轮廓线,outline,"archive, compressed, file, storage, pack, zip, folder, bundle, data, reduction"
file-typography,轮廓线,outline,"font, text, format, type, size, file, typography, document, data, content"
file-unknown,轮廓线,outline,"missing, unidentified, anonymous, file, unknown, document, data, content, record, paper"
file-upload,轮廓线,outline,"save, transfer, input, file, upload, document, data, import, content, record"
file-vector,轮廓线,outline,"eps, format, file, vector, document, data, content, record, paper, text"
file-word,轮廓线,outline,"document, word, text, editor, office, file, write, typing, paper, microsoft"
file-x,轮廓线,outline,"remove, delete, erase, file, document, data, content, record, paper, text"
file-zip,轮廓线,outline,"forms, documents, stack, letter, archive, rar, zipped, extention, bundle, format"
file,轮廓线,outline,"paper, new, file, document, data, content, record, text, information"
files-off,轮廓线,outline,"forms, documents, stack, letter, files, off, disabled, inactive, file, paper"
files,轮廓线,outline,"forms, documents, stack, letter, files, file, paper, text, record, information"
filter-2-bolt,轮廓线,outline,"filter, bolt, sort, organize, arrange, select, refine, sieve, screen, lightning"
filter-2-cancel,轮廓线,outline,"filter, cancel, sort, organize, arrange, select, refine, sieve, screen, stop"
filter-2-check,轮廓线,outline,"filter, check, confirm, approve, sort, organize, arrange, select, refine, sieve"
filter-2-code,轮廓线,outline,"filter, code, sort, organize, arrange, select, refine, sieve, screen, programming"
filter-2-cog,轮廓线,outline,"filter, cog, sort, organize, arrange, select, refine, sieve, screen, gear"
filter-2-discount,轮廓线,outline,"filter, discount, sort, organize, arrange, select, refine, sieve, screen, sale"
filter-2-dollar,轮廓线,outline,"filter, dollar, sort, organize, arrange, select, refine, sieve, screen, currency"
filter-2-down,轮廓线,outline,"filter, down, bottom, decrease, fall, downward, sort, organize, arrange, select"
filter-2-edit,轮廓线,outline,"filter, edit, modify, change, update, revise, adjust, sort, organize, arrange"
filter-2-exclamation,轮廓线,outline,"filter, exclamation, sort, organize, arrange, select, refine, sieve, screen, alert"
filter-2-minus,轮廓线,outline,"filter, minus, sort, organize, arrange, select, refine, sieve, screen, subtract"
filter-2-pause,轮廓线,outline,"filter, pause, sort, organize, arrange, select, refine, sieve, screen, stop"
filter-2-pin,轮廓线,outline,"filter, pin, sort, organize, arrange, select, refine, sieve, screen, attach"
filter-2-plus,轮廓线,outline,"filter, plus, sort, organize, arrange, select, refine, sieve, screen, add"
filter-2-question,轮廓线,outline,"filter, question, sort, organize, arrange, select, refine, sieve, screen, help"
filter-2-search,轮廓线,outline,"filter, search, find, look, seek, query, browse, sort, organize, arrange"
filter-2-share,轮廓线,outline,"filter, share, sort, organize, arrange, select, refine, sieve, screen, distribute"
filter-2-spark,轮廓线,outline,"filter, spark, sort, organize, arrange, select, refine, sieve, screen, glitter"
filter-2-up,轮廓线,outline,"filter, top, increase, rise, upward, sort, organize, arrange, select, refine"
filter-2-x,轮廓线,outline,"filter, sort, organize, arrange, select, refine, sieve, screen, 2, x"
filter-2,轮廓线,outline,"filter, sort, organize, arrange, select, refine, sieve, screen, 2"
filter-bolt,轮廓线,outline,"lightning, fast, quick, speed, energy, electric, zap, power, bolt, electricity"
filter-cancel,轮廓线,outline,"stop, end, terminate, void, abort, cancel, nullify, halt, dismiss, revoke"
filter-check,轮廓线,outline,"confirm, approve, validate, ok, tick, check, verify, success, complete, yes"
filter-code,轮廓线,outline,"programming, syntax, script, develop, software, engineer, code, command, logic, algorithm"
filter-cog,轮廓线,outline,"gear, settings, mechanism, adjust, configure, cog, engine, tune, optimize, system"
filter-discount,轮廓线,outline,"sale, reduction, offer, save, deal, discount, bargain, cheap, cost, cut"
filter-dollar,轮廓线,outline,"currency, money, finance, commerce, cost, dollar, economy, wealth, trade, value"
filter-down,轮廓线,outline,"lower, descend, reduce, decrease, drop, down, minimize, fall, decline, sink"
filter-edit,轮廓线,outline,"modify, alter, change, revise, update, edit, adjust, correct, amend, rewrite"
filter-exclamation,轮廓线,outline,"alert, warning, important, notice, caution, exclaim, attention, highlight, notify, signal"
filter-heart,轮廓线,outline,"love, romantic, like, affection, favorite, heartbeat, care, emotion, passion, desire"
filter-minus,轮廓线,outline,"subtract, reduce, remove, decrease, lessen, deduct, lower, negative, diminish, shrink"
filter-off,轮廓线,outline,"funnel, hopper, filtration, filter, off, control, operation, disabled, inactive, sort"
filter-pause,轮廓线,outline,"stop, halt, break, interrupt, pause, wait, interval, cease, rest, suspend"
filter-pin,轮廓线,outline,"attach, fix, secure, mark, stick, anchor, place, location, tag, position"
filter-plus,轮廓线,outline,"add, increase, more, expand, amplify, grow, positive, multiply, enhance, filter"
filter-question,轮廓线,outline,"query, ask, inquire, interrogate, wonder, probe, doubt, curiosity, uncertain, mystery"
filter-search,轮廓线,outline,"find, locate, explore, discover, inspect, seek, detect, look, scan, hunt"
filter-share,轮廓线,outline,"distribute, send, give, show, offer, broadcast, relay, assign, pass, transfer"
filter-spark,轮廓线,outline,"filter, spark, sort, organize, arrange, select, refine, sieve, screen, glitter"
filter-star,轮廓线,outline,"highlight, favorite, rank, rate, prefer, best, fame, spotlight, premium, emphasize"
filter-up,轮廓线,outline,"increase, raise, ascend, boost, elevate, surge, climb, rise, improve, advance"
filter-x,轮廓线,outline,"close, exit, remove, delete, cancel, terminate, end, eliminate, stop, cut"
filter,轮廓线,outline,"funnel, hopper, filtration, filter, control, operation, sort, organize, arrange, select"
filters,轮廓线,outline,"design, editing, effects, filters"
fingerprint-off,轮廓线,outline,"indentify, mark, surface, security, access, fingerprint, off, control, operation, disabled"
fingerprint-scan,轮廓线,outline,"biometric, security, identity, authentication, access, verify, unique, pattern, touch, print"
fingerprint,轮廓线,outline,"indentify, mark, surface, security, access, fingerprint, control, operation, function, interface"
fire-extinguisher,轮廓线,outline,"safety, emergency, protect, control, suppress, fight, putout, alarm, equipment, fixed"
fire-hydrant-off,轮廓线,outline,"water, emergency, fireman, safety, urban, fire, hydrant, off, location, navigation"
fire-hydrant,轮廓线,outline,"water, emergency, fireman, safety, urban, fire, hydrant, location, navigation, geography"
firetruck,轮廓线,outline,"help, rescuer, vehicle, fireman, extinguishing, firetruck, transport, travel, automobile, mobility"
firewall-check,轮廓线,outline,"security, protection, verify, validation, shield, safety, inspection, approve, guard, defense, audit, secure"
firewall-flame,轮廓线,outline,"security, protection, fire, burn, block, shield, defense, barrier, guard, hot, blaze, safety"
first-aid-kit-off,轮廓线,outline,"medical, healthcare, hospital, health, first, aid, kit, off, wellness, disabled"
first-aid-kit,轮廓线,outline,"medical, healthcare, hospital, health, first, aid, kit, wellness, treatment, care"
fish-bone,轮廓线,outline,"food, skeleton, cat, sea, fish, bone, creature, wildlife, nature, living"
fish-christianity,轮廓线,outline,"religion, jesus, faith, christian, fish, christianity, sign, mark, emblem, representation"
fish-hook-off,轮廓线,outline,"fishing, bait, hanging, catch, water, fish, hook, off, disabled, inactive"
fish-hook,轮廓线,outline,"fishing, bait, hanging, catch, water, fish, hook"
fish-off,轮廓线,outline,"food, sea, animal, fishing, ocean, sushi, fish, off, creature, wildlife"
fish,轮廓线,outline,"food, sea, animal, fishing, ocean, sushi, fish, creature, wildlife, nature"
flag-2-off,轮廓线,outline,"banner, pin, report, map, warning, alert, flag, off, location, navigation"
flag-2,轮廓线,outline,"banner, pin, report, map, warning, alert, flag, location, navigation, geography"
flag-3,轮廓线,outline,"banner, pin, report, map, warning, alert, flag, location, navigation, geography"
flag-bitcoin,轮廓线,outline,"crypto, currency, blockchain, digital, btc, token, trade, investment, decentralized, exchange"
flag-bolt,轮廓线,outline,"electricity, energy, power, speed, charge, thunder, zap, storm, blast, current"
flag-cancel,轮廓线,outline,"abort, terminate, stop, void, nullify, cease, discontinue, break, quash, revoke"
flag-check,轮廓线,outline,"confirm, verify, approve, validate, okay, certify, endorse, affirm, ensure, accept"
flag-code,轮廓线,outline,"program, software, develop, script, application, compile, debug, algorithm, command, markup"
flag-cog,轮廓线,outline,"settings, preferences, configure, tweak, adjust, gear, mechanism, options, control, customize"
flag-discount,轮廓线,outline,"sale, offer, deal, reduction, bargain, saving, promotion, cut, markdown, price"
flag-dollar,轮廓线,outline,"money, currency, finance, cash, funds, payment, wealth, economy, capital, trade"
flag-down,轮廓线,outline,"decrease, lower, reduce, drop, fall, decline, dim, subside, descend, minimize"
flag-exclamation,轮廓线,outline,"alert, warning, surprise, note, caution, attention, danger, important, remark, notify"
flag-heart,轮廓线,outline,"love, like, passion, affection, adore, cherish, fondness, romance, emotion, favor"
flag-minus,轮廓线,outline,"subtract, reduce, decrease, deduct, less, negative, diminish, lower, shrink, takeaway"
flag-off,轮廓线,outline,"banner, pin, report, map, warning, alert, flag, off, location, navigation"
flag-pause,轮廓线,outline,"stop, break, halt, interrupt, freeze, rest, suspend, stall, hold, delay"
flag-pin,轮廓线,outline,"attach, fix, anchor, mark, stick, position, secure, location, tag, place"
flag-plus,轮廓线,outline,"add, increase, more, grow, expand, multiply, benefit, positive, enhance, amplify"
flag-question,轮廓线,outline,"query, ask, inquire, doubt, ponder, wonder, probe, interrogate, curiosity, uncertainty"
flag-search,轮廓线,outline,"find, discover, seek, locate, look, explore, hunt, inspect, track, identify"
flag-share,轮廓线,outline,"broadcast, distribution, circulate, propagate, publicize, emit, transmit, divulge, announce, disseminate"
flag-spark,轮廓线,outline,"banner, pin, report, map, warning, alert, flag, spark, location, navigation"
flag-star,轮廓线,outline,"favorite, rate, highlight, spotlight, pinnacle, premier, top, peak, acclaim, noteworthy"
flag-up,轮廓线,outline,"increase, ascend, elevate, climb, rise, advance, boost, progress, lift, uplift"
flag-x,轮廓线,outline,"cancel, remove, delete, terminate, crossout, eliminate, invalidate, reject, void, obliterate"
flag,轮廓线,outline,"banner, pin, report, map, warning, alert, flag, location, navigation, geography"
flame-off,轮廓线,outline,"fire, fireplace, light, burn, bonfire, smoke, barbecue, flame, off, disabled"
flame,轮廓线,outline,"fire, fireplace, light, burn, bonfire, smoke, barbecue, flame"
flare,轮廓线,outline,"shine, flare, heat, sunlight, hot, sun, climate, forecast, meteorology, atmospheric"
flask-2-off,轮廓线,outline,"liquid, container, glass, chemistry, test, laboratory, experimental, beta, flask, off"
flask-2,轮廓线,outline,"liquid, container, glass, chemistry, test, laboratory, experimental, beta, flask, medical"
flask-off,轮廓线,outline,"liquid, container, glass, chemistry, test, laboratory, experimental, beta, flask, off"
flask,轮廓线,outline,"liquid, container, glass, chemistry, test, laboratory, experimental, beta, flask, medical"
flip-flops,轮廓线,outline,"summer, sand, sandals, beach, shoes, flip, flops, store, purchase, shopping"
flip-horizontal,轮廓线,outline,"mirror, rotate, flip, horizontal, creative, artistic, visual, aesthetic, style"
flip-vertical,轮廓线,outline,"mirror, rotate, flip, vertical, creative, artistic, visual, aesthetic, style"
float-center,轮廓线,outline,"position, float, center, typography, writing, font, character, word"
float-left,轮廓线,outline,"position, float, left, typography, writing, font, character, word"
float-none,轮廓线,outline,"position, float, none, typography, writing, font, character, word"
float-right,轮廓线,outline,"position, float, right, typography, writing, font, character, word"
flower-off,轮廓线,outline,"plant, garden, rose, lotus, flower, off, environment, natural, disabled, inactive"
flower,轮廓线,outline,"plant, garden, rose, lotus, flower, environment, natural, outdoor, ecosystem, earth"
focus-2,轮廓线,outline,"spotlight, attention, center, aim, target, focus, camera, picture, capture, image"
focus-auto,轮廓线,outline,"autonomous, automatic, robotic, self-governing, auto-pilot, auto-track, self-directed, auto-focus, self-regulated, auto-navigate"
focus-centered,轮廓线,outline,"filter, photo, photography, camera, focus, centered, control, operation, function, interface"
focus,轮廓线,outline,"target, bullseye, aim, focus, camera, picture, capture, lens, image"
fold-down,轮廓线,outline,"arrow, move, toggle, fold, down, bottom, decrease, navigation, flow, fall"
fold-up,轮廓线,outline,"arrow, move, toggle, fold, top, increase, navigation, flow, rise, upward"
fold,轮廓线,outline,"arrow, move, merge, fold, navigation, flow, movement, route, path"
folder-bolt,轮廓线,outline,"lightning, fast, electric, swift, speed, vitality, dynamic, powerful, energize, charge"
folder-cancel,轮廓线,outline,"abort, annul, void, revoke, suspend, stop, negate, discontinue, abortive, rescind"
folder-check,轮廓线,outline,"verify, review, approve, confirm, tick, validate, inspect, ascertain, authenticate, affirm"
folder-code,轮廓线,outline,"program, develop, script, algorithm, compile, syntax, debug, software, compute, configure"
folder-cog,轮廓线,outline,"settings, gear, mechanism, instrument, machinery, adjust, calibrate, operate, tweak, engine"
folder-dollar,轮廓线,outline,"finance, money, currency, wealth, econ, coin, bill, budget, funds, capital"
folder-down,轮廓线,outline,"decrease, decline, descend, lower, drop, reduce, fall, downgrade, sink, plummet"
folder-exclamation,轮廓线,outline,"alert, warn, notify, caution, attention, important, notice, emphasize, signal, highlight"
folder-heart,轮廓线,outline,"love, affection, emotion, care, favor, adore, benevolence, devotion, fondness, cherish"
folder-minus,轮廓线,outline,"directory, dir, folder, minus, collection, container, group, subtract, remove, less"
folder-off,轮廓线,outline,"cancel, no, directory, dir, folder, off, collection, disabled, inactive, container"
folder-open,轮廓线,outline,"access, unseal, uncover, unlock, expose, reveal, unshield, available, accessible, visible"
folder-pause,轮廓线,outline,"halt, break, suspend, intermission, rest, stop, delay, hold, freeze, await"
folder-pin,轮廓线,outline,"attach, secure, fasten, cling, stick, anchor, fixate, immobilize, tie, press"
folder-plus,轮廓线,outline,"add, create, new, directory, dir, folder, plus, collection, container, group"
folder-question,轮廓线,outline,"query, inquire, ask, puzzle, enquire, interrogate, probe, wonder, doubt, uncertainty"
folder-root,轮廓线,outline,"base, origin, core, source, foundation, anchor, fundament, basis, groundwork, beginning"
folder-search,轮廓线,outline,"find, seek, explore, investigate, probe, hunt, locate, discover, peruse, inspect"
folder-share,轮廓线,outline,"distribute, allocate, divide, disperse, convey, propagate, transmit, circulate, handout, interaction"
folder-star,轮廓线,outline,"favorite, distinguished, stellar, premier, prominent, top, feature, significant, laurel, renowned"
folder-symlink,轮廓线,outline,"shortcut, alias, link, connector, redirect, pointer, reference, junction, conduit, path"
folder-up,轮廓线,outline,"increase, ascend, rise, elevate, enhance, upgrade, climb, lift, boost, advance"
folder-x,轮廓线,outline,"directory, dir, folder, collection, container, group, file, paper, text, record"
folder,轮廓线,outline,"cancel, no, directory, dir, folder, collection, container, group, file, paper"
folders-off,轮廓线,outline,"directory, dir, clone, copy, folders, off, disabled, inactive, file, paper"
folders,轮廓线,outline,"directory, dir, clone, copy, folders, file, paper, text, record, information"
forbid-2,轮廓线,outline,"banish, prohibit, interdict, outlaw, restrict, abolish, refrain, restrain, hinder, block"
forbid,轮廓线,outline,"prohibit, veto, disallow, prevent, exclude, bar, inhibit, restrain, blacklist, preclude"
forklift,轮廓线,outline,"store, warehouse, inventory, exporting, forklift, transport, travel, vehicle, automobile, mobility"
forms,轮廓线,outline,"formbuilder, input, url, textarea, forms, typography, writing, font, character, word"
fountain-off,轮廓线,outline,"park, decoration, water, spring, public, fountain, off, location, navigation, disabled"
fountain,轮廓线,outline,"park, decoration, water, spring, public, fountain, location, navigation, geography, place"
frame-off,轮廓线,outline,"borderless, outlineless, no-border, unframed, unbordered, bare, naked, borderless-frame, no-outline, remove-frame, crop"
frame,轮廓线,outline,"border, outline, enclosure, surround, edge, boundary, perimeter, framework, structure, container, crop"
free-rights,轮廓线,outline,"justice, inviolability, freedom, free, rights"
freeze-column,轮廓线,outline,"stabilize, immobilize, fix, steady, anchor, halt, cease, arrest, suspend, stay"
freeze-row-column,轮廓线,outline,"stabilize, lock, anchor, halt, suspend, persevere, pause, arrest, stop, restrain"
freeze-row,轮廓线,outline,"fix, lock, halt, arrest, stabilize, hold, cease, steady, stop, anchor"
fridge-off,轮廓线,outline,"kitchen, cooler, control, freezer, food, fridge, off, hardware, technology, disabled"
fridge,轮廓线,outline,"kitchen, cooler, control, freezer, food, fridge, hardware, technology, electronic, gadget"
friends-off,轮廓线,outline,"people, boy, girl, man, woman, friends, off, disabled, inactive"
friends,轮廓线,outline,"people, boy, girl, man, woman, friends"
frustum-off,轮廓线,outline,"3d, pattern, abstract, geometric, shape, frustum, off, disabled, inactive, geometry"
